ID,Name,Primary Type,Secondary Type,Image,Additional Images
#028,sandslash,Ground,,https://img.pokemondb.net/sprites/bank/normal/sandslash.png,"['https://img.pokemondb.net/artwork/sandslash.jpg', 'https://img.pokemondb.net/artwork/sandslash-alolan.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/sandslash.png', 'https://img.pokemondb.net/sprites/silver/normal/sandslash.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/sandslash.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/sandslash.png', 'https://img.pokemondb.net/sprites/black-white/normal/sandslash.png', 'https://img.pokemondb.net/sprites/x-y/normal/sandslash.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/sandslash-alolan.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/sandslash.png', 'https://img.pokemondb.net/sprites/silver/shiny/sandslash.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/sandslash.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/sandslash.png', 'https://img.pokemondb.net/sprites/black-white/shiny/sandslash.png', 'https://img.pokemondb.net/sprites/x-y/shiny/sandslash.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/sandslash-alolan.png']"
#029,nidoran-f,Poison,,https://img.pokemondb.net/sprites/bank/normal/nidoran-f.png,"['https://img.pokemondb.net/artwork/nidoran-f.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/nidoran-f.png', 'https://img.pokemondb.net/sprites/silver/normal/nidoran-f.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/nidoran-f.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/nidoran-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/nidoran-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/nidoran-f.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/nidoran-f.png', 'https://img.pokemondb.net/sprites/silver/shiny/nidoran-f.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/nidoran-f.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/nidoran-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/nidoran-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/nidoran-f.png']"
#030,nidorina,Poison,,https://img.pokemondb.net/sprites/bank/normal/nidorina.png,"['https://img.pokemondb.net/artwork/nidorina.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/nidorina.png', 'https://img.pokemondb.net/sprites/silver/normal/nidorina.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/nidorina.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/nidorina.png', 'https://img.pokemondb.net/sprites/black-white/normal/nidorina.png', 'https://img.pokemondb.net/sprites/x-y/normal/nidorina.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/nidorina.png', 'https://img.pokemondb.net/sprites/silver/shiny/nidorina.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/nidorina.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/nidorina.png', 'https://img.pokemondb.net/sprites/black-white/shiny/nidorina.png', 'https://img.pokemondb.net/sprites/x-y/shiny/nidorina.png']"
#031,nidoqueen,Poison,Ground,https://img.pokemondb.net/sprites/bank/normal/nidoqueen.png,"['https://img.pokemondb.net/artwork/nidoqueen.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/nidoqueen.png', 'https://img.pokemondb.net/sprites/silver/normal/nidoqueen.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/nidoqueen.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/nidoqueen.png', 'https://img.pokemondb.net/sprites/black-white/normal/nidoqueen.png', 'https://img.pokemondb.net/sprites/x-y/normal/nidoqueen.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/nidoqueen.png', 'https://img.pokemondb.net/sprites/silver/shiny/nidoqueen.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/nidoqueen.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/nidoqueen.png', 'https://img.pokemondb.net/sprites/black-white/shiny/nidoqueen.png', 'https://img.pokemondb.net/sprites/x-y/shiny/nidoqueen.png']"
#032,nidoran-m,Poison,,https://img.pokemondb.net/sprites/bank/normal/nidoran-m.png,"['https://img.pokemondb.net/artwork/nidoran-m.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/nidoran-m.png', 'https://img.pokemondb.net/sprites/silver/normal/nidoran-m.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/nidoran-m.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/nidoran-m.png', 'https://img.pokemondb.net/sprites/black-white/normal/nidoran-m.png', 'https://img.pokemondb.net/sprites/x-y/normal/nidoran-m.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/nidoran-m.png', 'https://img.pokemondb.net/sprites/silver/shiny/nidoran-m.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/nidoran-m.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/nidoran-m.png', 'https://img.pokemondb.net/sprites/black-white/shiny/nidoran-m.png', 'https://img.pokemondb.net/sprites/x-y/shiny/nidoran-m.png']"
#033,nidorino,Poison,,https://img.pokemondb.net/sprites/bank/normal/nidorino.png,"['https://img.pokemondb.net/artwork/nidorino.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/nidorino.png', 'https://img.pokemondb.net/sprites/silver/normal/nidorino.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/nidorino.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/nidorino.png', 'https://img.pokemondb.net/sprites/black-white/normal/nidorino.png', 'https://img.pokemondb.net/sprites/x-y/normal/nidorino.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/nidorino.png', 'https://img.pokemondb.net/sprites/silver/shiny/nidorino.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/nidorino.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/nidorino.png', 'https://img.pokemondb.net/sprites/black-white/shiny/nidorino.png', 'https://img.pokemondb.net/sprites/x-y/shiny/nidorino.png']"
#034,nidoking,Poison,Ground,https://img.pokemondb.net/sprites/bank/normal/nidoking.png,"['https://img.pokemondb.net/artwork/nidoking.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/nidoking.png', 'https://img.pokemondb.net/sprites/silver/normal/nidoking.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/nidoking.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/nidoking.png', 'https://img.pokemondb.net/sprites/black-white/normal/nidoking.png', 'https://img.pokemondb.net/sprites/x-y/normal/nidoking.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/nidoking.png', 'https://img.pokemondb.net/sprites/silver/shiny/nidoking.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/nidoking.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/nidoking.png', 'https://img.pokemondb.net/sprites/black-white/shiny/nidoking.png', 'https://img.pokemondb.net/sprites/x-y/shiny/nidoking.png']"
#035,clefairy,Fairy,,https://img.pokemondb.net/sprites/bank/normal/clefairy.png,"['https://img.pokemondb.net/artwork/clefairy.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/clefairy.png', 'https://img.pokemondb.net/sprites/silver/normal/clefairy.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/clefairy.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/clefairy.png', 'https://img.pokemondb.net/sprites/black-white/normal/clefairy.png', 'https://img.pokemondb.net/sprites/x-y/normal/clefairy.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/clefairy.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/clefairy.png', 'https://img.pokemondb.net/sprites/silver/shiny/clefairy.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/clefairy.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/clefairy.png', 'https://img.pokemondb.net/sprites/black-white/shiny/clefairy.png', 'https://img.pokemondb.net/sprites/x-y/shiny/clefairy.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/clefairy.png']"
#036,clefable,Fairy,,https://img.pokemondb.net/sprites/bank/normal/clefable.png,"['https://img.pokemondb.net/artwork/clefable.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/clefable.png', 'https://img.pokemondb.net/sprites/silver/normal/clefable.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/clefable.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/clefable.png', 'https://img.pokemondb.net/sprites/black-white/normal/clefable.png', 'https://img.pokemondb.net/sprites/x-y/normal/clefable.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/clefable.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/clefable.png', 'https://img.pokemondb.net/sprites/silver/shiny/clefable.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/clefable.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/clefable.png', 'https://img.pokemondb.net/sprites/black-white/shiny/clefable.png', 'https://img.pokemondb.net/sprites/x-y/shiny/clefable.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/clefable.png']"
#037,vulpix,Fire,,https://img.pokemondb.net/sprites/bank/normal/vulpix.png,"['https://img.pokemondb.net/artwork/vulpix.jpg', 'https://img.pokemondb.net/artwork/vulpix-alolan.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/vulpix.png', 'https://img.pokemondb.net/sprites/silver/normal/vulpix.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/vulpix.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/vulpix.png', 'https://img.pokemondb.net/sprites/black-white/normal/vulpix.png', 'https://img.pokemondb.net/sprites/x-y/normal/vulpix.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/vulpix-alolan.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/vulpix.png', 'https://img.pokemondb.net/sprites/silver/shiny/vulpix.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/vulpix.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/vulpix.png', 'https://img.pokemondb.net/sprites/black-white/shiny/vulpix.png', 'https://img.pokemondb.net/sprites/x-y/shiny/vulpix.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/vulpix-alolan.png']"
#038,ninetales,Fire,,https://img.pokemondb.net/sprites/bank/normal/ninetales.png,"['https://img.pokemondb.net/artwork/ninetales.jpg', 'https://img.pokemondb.net/artwork/ninetales-alolan.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/ninetales.png', 'https://img.pokemondb.net/sprites/silver/normal/ninetales.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/ninetales.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/ninetales.png', 'https://img.pokemondb.net/sprites/black-white/normal/ninetales.png', 'https://img.pokemondb.net/sprites/x-y/normal/ninetales.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/ninetales-alolan.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/ninetales.png', 'https://img.pokemondb.net/sprites/silver/shiny/ninetales.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/ninetales.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/ninetales.png', 'https://img.pokemondb.net/sprites/black-white/shiny/ninetales.png', 'https://img.pokemondb.net/sprites/x-y/shiny/ninetales.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/ninetales-alolan.png']"
#039,jigglypuff,Normal,Fairy,https://img.pokemondb.net/sprites/bank/normal/jigglypuff.png,"['https://img.pokemondb.net/artwork/jigglypuff.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/jigglypuff.png', 'https://img.pokemondb.net/sprites/silver/normal/jigglypuff.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/jigglypuff.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/jigglypuff.png', 'https://img.pokemondb.net/sprites/black-white/normal/jigglypuff.png', 'https://img.pokemondb.net/sprites/x-y/normal/jigglypuff.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/jigglypuff.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/jigglypuff.png', 'https://img.pokemondb.net/sprites/silver/shiny/jigglypuff.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/jigglypuff.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/jigglypuff.png', 'https://img.pokemondb.net/sprites/black-white/shiny/jigglypuff.png', 'https://img.pokemondb.net/sprites/x-y/shiny/jigglypuff.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/jigglypuff.png']"
#040,wigglytuff,Normal,Fairy,https://img.pokemondb.net/sprites/bank/normal/wigglytuff.png,"['https://img.pokemondb.net/artwork/wigglytuff.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/wigglytuff.png', 'https://img.pokemondb.net/sprites/silver/normal/wigglytuff.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/wigglytuff.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/wigglytuff.png', 'https://img.pokemondb.net/sprites/black-white/normal/wigglytuff.png', 'https://img.pokemondb.net/sprites/x-y/normal/wigglytuff.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/wigglytuff.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/wigglytuff.png', 'https://img.pokemondb.net/sprites/silver/shiny/wigglytuff.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/wigglytuff.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/wigglytuff.png', 'https://img.pokemondb.net/sprites/black-white/shiny/wigglytuff.png', 'https://img.pokemondb.net/sprites/x-y/shiny/wigglytuff.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/wigglytuff.png']"
#041,zubat,Poison,Flying,https://img.pokemondb.net/sprites/bank/normal/zubat.png,"['https://img.pokemondb.net/artwork/zubat.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/zubat.png', 'https://img.pokemondb.net/sprites/silver/normal/zubat.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/zubat.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/zubat-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/zubat-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/zubat-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/zubat-f.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/zubat.png', 'https://img.pokemondb.net/sprites/silver/shiny/zubat.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/zubat.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/zubat-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/zubat-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/zubat-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/zubat-f.png']"
#042,golbat,Poison,Flying,https://img.pokemondb.net/sprites/bank/normal/golbat.png,"['https://img.pokemondb.net/artwork/golbat.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/golbat.png', 'https://img.pokemondb.net/sprites/silver/normal/golbat.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/golbat.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/golbat-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/golbat-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/golbat-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/golbat-f.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/golbat.png', 'https://img.pokemondb.net/sprites/silver/shiny/golbat.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/golbat.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/golbat-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/golbat-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/golbat-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/golbat-f.png']"
#043,oddish,Grass,Poison,https://img.pokemondb.net/sprites/bank/normal/oddish.png,"['https://img.pokemondb.net/artwork/oddish.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/oddish.png', 'https://img.pokemondb.net/sprites/silver/normal/oddish.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/oddish.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/oddish.png', 'https://img.pokemondb.net/sprites/black-white/normal/oddish.png', 'https://img.pokemondb.net/sprites/x-y/normal/oddish.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/oddish.png', 'https://img.pokemondb.net/sprites/silver/shiny/oddish.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/oddish.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/oddish.png', 'https://img.pokemondb.net/sprites/black-white/shiny/oddish.png', 'https://img.pokemondb.net/sprites/x-y/shiny/oddish.png']"
#044,gloom,Grass,Poison,https://img.pokemondb.net/sprites/bank/normal/gloom.png,"['https://img.pokemondb.net/artwork/gloom.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/gloom.png', 'https://img.pokemondb.net/sprites/silver/normal/gloom.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/gloom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/gloom-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/gloom-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/gloom-f.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/gloom.png', 'https://img.pokemondb.net/sprites/silver/shiny/gloom.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/gloom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/gloom-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/gloom-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/gloom-f.png']"
#045,vileplume,Grass,Poison,https://img.pokemondb.net/sprites/bank/normal/vileplume.png,"['https://img.pokemondb.net/artwork/vileplume.jpg', 'https://img.pokemondb.net/sprites/red-blue/normal/vileplume.png', 'https://img.pokemondb.net/sprites/silver/normal/vileplume.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/vileplume.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/vileplume-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/vileplume-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/vileplume-f.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/vileplume.png', 'https://img.pokemondb.net/sprites/silver/shiny/vileplume.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/vileplume.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/vileplume-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/vileplume-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/vileplume-f.png']"
